case,frame,rank,track_id,is_birth,match_dino,center_distance,match_cost,source_similarity,gdino_score,crop_path
Cosmos3_seed101_0010,147,1,T00,False,0.8489977717399597,0.0006227611089945174,0.11340736147227884,0.9230797290802002,0.6401799321174622,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos3_seed101_0010/frame_0147_rank_01.png
Cosmos3_seed101_0010,150,2,T02,False,0.9677359461784363,0.00010063668270694582,0.024223199536849527,0.7421905994415283,0.4048245847225189,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos3_seed101_0010/frame_0150_rank_02.png
Cosmos3_seed101_0010,150,1,T00,False,0.9060341119766235,0.0010735514046700705,0.07074280386869987,0.8819707036018372,0.5353527665138245,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos3_seed101_0010/frame_0150_rank_01.png
Cosmos3_seed101_0010,153,2,T02,False,0.9653910994529724,0.00028148096354008845,0.02602704565115571,0.7330038547515869,0.5399974584579468,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos3_seed101_0010/frame_0153_rank_02.png
Cosmos3_seed101_0010,153,1,T00,False,0.8509544134140015,0.0007632971291535855,0.1119750142217873,0.8330999612808228,0.3270627856254577,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos3_seed101_0010/frame_0153_rank_01.png
Cosmos3_seed101_0010,156,2,T02,False,0.9870458245277405,5.4807395407172606e-05,0.009729333453046433,0.7548502683639526,0.5751307606697083,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos3_seed101_0010/frame_0156_rank_02.png
Cosmos3_seed101_0010,156,1,T00,False,0.9412322044372559,0.00022820835940341773,0.04413289876190896,0.8855463266372681,0.2947389781475067,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos3_seed101_0010/frame_0156_rank_01.png
Cosmos3_seed101_0010,159,2,T02,False,0.9697416424751282,0.00013607697937742774,0.022727787388498226,0.7553112506866455,0.5610066056251526,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos3_seed101_0010/frame_0159_rank_02.png
Cosmos3_seed101_0010,159,1,T00,False,0.9599457383155823,0.0002014793794354915,0.030091066108172165,0.8896677494049072,0.3121530711650848,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos3_seed101_0010/frame_0159_rank_01.png
Cosmos3_seed101_0010,162,2,T02,False,0.9592899680137634,0.00011356056202857767,0.030560914130184573,0.7462081909179688,0.5589179992675781,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos3_seed101_0010/frame_0162_rank_02.png
Cosmos3_seed101_0010,162,1,T00,False,0.9498398303985596,0.00017778086734873517,0.037664572417917506,0.8630594611167908,0.3254398703575134,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos3_seed101_0010/frame_0162_rank_01.png
Cosmos3_seed101_0010,165,2,T02,False,0.9694436192512512,0.00019557904207415062,0.022966180322080122,0.7513841390609741,0.5456503033638,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos3_seed101_0010/frame_0165_rank_02.png
Cosmos3_seed101_0010,165,1,T00,False,0.9592077732086182,0.00016192119690103333,0.030634650392761635,0.927921175956726,0.320399135351181,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos3_seed101_0010/frame_0165_rank_01.png
Cosmos3_seed101_0010,168,2,T02,False,0.9570445418357849,4.0294991621831235e-05,0.032226667371066775,0.7613540887832642,0.4774691760540008,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos3_seed101_0010/frame_0168_rank_02.png
Cosmos3_seed101_0010,168,1,T00,False,0.8569186925888062,0.0008352821459688944,0.10751980109488761,0.879676342010498,0.380962997674942,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos3_seed101_0010/frame_0168_rank_01.png
Cosmos3_seed101_0010,171,2,T02,False,0.9447681903839111,0.00020313217927958566,0.04147464025688655,0.7591662406921387,0.4103274047374725,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos3_seed101_0010/frame_0171_rank_02.png
Cosmos3_seed101_0010,171,1,T00,False,0.8161314725875854,0.0009219605568480017,0.13813188569852292,0.8104513883590698,0.5064414739608765,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos3_seed101_0010/frame_0171_rank_01.png
Cosmos3_seed101_0010,174,2,T02,False,0.9760167002677917,8.992741353161381e-05,0.018009956652539093,0.7480175495147705,0.4904942810535431,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos3_seed101_0010/frame_0174_rank_02.png
Cosmos3_seed101_0010,174,1,T00,False,0.9033011198043823,0.000257872734784902,0.07258862833040948,0.8383698463439941,0.3980282545089721,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos3_seed101_0010/frame_0174_rank_01.png
Cosmos3_seed101_0010,177,2,T02,False,0.9776720404624939,0.00011547034163651441,0.016774837238538707,0.754866898059845,0.5391911864280701,/shared/ssd_30T/zhuoyingyang/physact/sam3_robowm/identity_v1/sam_masked_expansion6/crops/Cosmos3_seed101_0010/frame_0177_rank_02.png
