case,frame,prompt,raw_detections,count_012,count_020,count_030,max_score
Cosmos3_seed101_0036,48,white tape roll,9,7,2,1,0.6672379970550537
Cosmos3_seed101_0036,51,white tape roll,10,5,2,1,0.6687854528427124
Cosmos3_seed101_0036,54,white tape roll,8,7,2,1,0.6119878888130188
Cosmos3_seed101_0036,57,white tape roll,10,7,2,2,0.6011360883712769
Cosmos3_seed101_0036,60,white tape roll,9,6,2,1,0.6366235613822937
Cosmos3_seed101_0036,63,white tape roll,9,7,2,1,0.6162049174308777
Cosmos3_seed101_0036,66,white tape roll,9,6,2,1,0.6295642852783203
Cosmos3_seed101_0036,69,white tape roll,9,7,2,1,0.6117658019065857
Cosmos3_seed101_0036,72,white tape roll,14,10,2,2,0.46190735697746277
Cosmos3_seed101_0036,75,white tape roll,14,10,2,2,0.4442608058452606
Cosmos3_seed101_0036,78,white tape roll,14,8,3,2,0.44388654828071594
Cosmos3_seed101_0036,81,white tape roll,15,9,2,2,0.43987348675727844
Cosmos3_seed101_0036,84,white tape roll,16,8,3,2,0.48129212856292725
Cosmos3_seed101_0036,87,white tape roll,13,7,3,2,0.4706401824951172
Cosmos3_seed101_0036,90,white tape roll,15,9,3,2,0.4269273579120636
Cosmos3_seed101_0036,93,white tape roll,12,8,4,2,0.5266373753547668
Cosmos3_seed101_0036,96,white tape roll,13,9,2,2,0.43137606978416443
Cosmos3_seed101_0036,99,white tape roll,13,9,4,2,0.3965822756290436
Cosmos3_seed101_0036,102,white tape roll,13,9,5,2,0.4596761465072632
Cosmos3_seed101_0036,105,white tape roll,15,9,5,2,0.38929787278175354
Cosmos3_seed101_0036,108,white tape roll,12,8,6,2,0.4911715090274811
Cosmos3_seed101_0036,111,white tape roll,14,9,5,2,0.44271594285964966
Cosmos3_seed101_0036,114,white tape roll,16,9,5,2,0.3945159614086151
Cosmos3_seed101_0036,117,white tape roll,16,9,5,3,0.40885400772094727
Cosmos3_seed101_0036,120,white tape roll,11,9,3,1,0.5538268685340881
Cosmos3_seed101_0036,123,white tape roll,12,9,3,2,0.4932985007762909
Cosmos3_seed101_0036,126,white tape roll,12,9,2,2,0.597317636013031
Cosmos3_seed101_0036,129,white tape roll,15,8,2,2,0.576710045337677
Cosmos3_seed101_0036,132,white tape roll,11,6,2,2,0.650569498538971
Cosmos3_seed101_0036,135,white tape roll,9,7,2,2,0.608150839805603
Cosmos3_seed101_0036,138,white tape roll,9,8,2,2,0.6047477126121521
Cosmos3_seed101_0036,141,white tape roll,8,6,2,2,0.6294136047363281
Cosmos3_seed101_0036,144,white tape roll,10,7,4,2,0.6091848015785217
Cosmos3_seed101_0036,147,white tape roll,10,7,4,2,0.6059589385986328
Cosmos3_seed101_0036,150,white tape roll,10,7,3,2,0.6035322546958923
Cosmos3_seed101_0036,153,white tape roll,10,6,3,2,0.5798776149749756
Cosmos3_seed101_0036,156,white tape roll,10,7,3,2,0.5705991983413696
Cosmos3_seed101_0036,159,white tape roll,10,7,3,2,0.5643768310546875
Cosmos3_seed101_0036,162,white tape roll,10,6,3,2,0.5595616102218628
Cosmos3_seed101_0036,165,white tape roll,10,7,5,2,0.5422131419181824
Cosmos3_seed101_0036,168,white tape roll,10,8,5,2,0.5324928760528564
Cosmos3_seed101_0036,171,white tape roll,10,8,4,2,0.524970531463623
Cosmos3_seed101_0036,174,white tape roll,9,5,3,2,0.6220126152038574
Cosmos3_seed101_0036,177,white tape roll,9,6,2,2,0.7257678508758545
